business_name,review_id,rating,text,time_created,preprocessed_text
E Pellicci,deN_4KXU-BMAsZkEUhZgeg,5,One of the must do items for our trip in London was to eat a traditional full English breakfast. At first we were leaning toward some restaurants near our...,2022-10-24 05:59:54,one must item trip london eat traditional full english breakfast first leaning toward restaurant near
E Pellicci,a1bhngGWXcpvutwkmRvu8Q,4,"All the reviews about this place are spot on. The best place for a full English breakfast in London that I've been to so far. 

Also the people are so nice!...",2022-10-24 02:52:26,review place spot best place full english breakfast london ive far also people nice
Padella,cx8Pc85SoRQRVzlNTlX7zA,5,"Do yourself a favor and come here. 

The hype is real, every time I'm on London I make sure to come by. They don't take 'reservations' but you can download...",2023-01-06 16:18:15,favor come hype real every time im london make sure come dont take reservation download
Padella,bzs3FlMD3rWnuge_JQTFnA,3,"Pasta was great but I don't get what's the hype? 

We tried to line up for it twice but the first time we were here, we had to wait 2 hours to get a table...",2022-12-30 06:41:07,pasta great dont get whats hype tried line twice first time wait 2 hour get table
Padella,b9iMIR-vc_KoxH9dlJ5-Dw,4,Many online articles recommended Patella as one of the place to eat at Borough Market. I heard that that the wait could be long so we came here before noon...,2022-12-14 21:35:54,many online article recommended patella one place eat borough market heard wait could long came noon
Dishoom,IozHI5Za4e3UQJQkpVItbA,5,"We've been to a few other Dishoom locations, but this one was new to us. It's a massive location and I love how vertical it is - there's like four different...",2023-02-06 12:10:53,weve dishoom location one new u massive location love vertical there like four different
Dishoom,pFnsVzX_-4z1cUJNaYet0Q,5,"I visited for breakfast with my family, and we split a few dishes. Here is the consensus:

The bacon naan roll is incredible, not to be missed! Good quality...",2023-02-02 09:37:04,visited breakfast family split dish consensus bacon naan roll incredible missed good quality
Dishoom,9pJGSGJBzLg6ogSE0Dnc6Q,5,"This is our favorite Dishoom location to visit. You can't really go wrong with any Dishoom but again, service does make a difference. We were blessed with...",2022-10-27 06:23:39,favorite dishoom location visit cant really go wrong dishoom service make difference blessed
The Narrow by Gordon Ramsay,Y708pW0Gj7NYfchlBWv_vA,5,"The Narrow is a beautiful unsuspecting restaurant in the Limehouse area of London.  It looks like nothing from the street but when you go down the stairs,...",2018-08-28 08:26:08,narrow beautiful unsuspecting restaurant limehouse area london look like nothing street go stair
The Narrow by Gordon Ramsay,6LwDuMPsksK5Rip1dkvENA,3,"First of all, let me just say the food is amazing here. 5/5 for food quality. I expected nothing less from a Gordon Ramsay restaurant. However, the...",2022-05-30 15:39:48,first let say food amazing 55 food quality expected nothing le gordon ramsay restaurant however
The Narrow by Gordon Ramsay,qqrCdr6TIEwN2yzsByYppw,3,"It was just okay, kind of a let down as far as Gordon Ramsey restaurants go. We chose The Narrow for breakfast for two reasons: their early start time (open...",2019-11-28 02:18:06,okay kind let far gordon ramsey restaurant go chose narrow breakfast two reason early start time open
Original Lahore Kebab House,CULVK6M7ASbiea5_VB4eQw,5,"my friend and i needed a late night meal and stumbled into lahore at midnight. we were beyond thrilled with the quality of the food, the quantity of the...",2022-10-25 06:05:55,friend needed late night meal stumbled lahore midnight beyond thrilled quality food quantity
Original Lahore Kebab House,YaR2YnP-MZQGyF7_AMriXA,3,"I have pretty mixed feelings if I'm being honest, but overall I had a nice time. We were able to be seated immediately. The restaurant is pretty cramped and...",2023-02-22 13:28:24,pretty mixed feeling im honest overall nice time able seated immediately restaurant pretty cramped
Original Lahore Kebab House,aMHCc0oB6k6PpzF55Hwb2A,5,"no joke: I have made multiple trips to London chiefly to eat here. it is always the same routine: fly into heathrow hungry, drop off bags at usual cousin's...",2022-08-23 00:24:26,joke made multiple trip london chiefly eat always routine fly heathrow hungry drop bag usual cousin
Ozone Coffee,Kla6MqqwMdszY7jT03Pz-w,5,"The EVERYTHING is good here!!!!  It is definitely a do not miss coffee/breakfast place!!!  If you are dining in, it is a good idea to make a reservation!...",2022-12-01 12:11:54,everything good definitely miss coffeebreakfast place dining good idea make reservation
Ozone Coffee,K8OWvOUzVD3q-wWJwruPHQ,4,"we waited for about 30 minutes outside the restaurant to get seated for brunch (they were short staffed, which is understandable!) but let me tell you! the...",2022-07-11 03:42:56,waited 30 minute outside restaurant get seated brunch short staffed understandable let tell
Ozone Coffee,Dxa3LA7CiC4zHJEibw-y2g,5,"Best breakfast! Wholesome and so well done. Excellent service. Reservations recommended, but we were lucky to get in without.",2022-07-06 12:35:51,best breakfast wholesome well done excellent service reservation recommended lucky get without
The O2,W4H5Oox8Up-IJoEucIgNhQ,5,"Good atmosphere and neat. I really love the atmosphere. 

Good workers. It's the only neat place in London.",2023-01-10 19:55:59,good atmosphere neat really love atmosphere good worker neat place london
The O2,gbypbs2FhcUJ0QuW45PvXw,5,"I'm very impressed with this facility which holds about 21,000 people. It is one of the most popular music venues in the world behind Madison Square Garden...",2022-07-17 13:25:56,im impressed facility hold 21000 people one popular music venue world behind madison square garden
The O2,9Qmhv8gJEPo7bU2_iMNT8Q,5,"Superb afternoon adventure

So many great Shope's, foodie and drinkie places!  Spent a afternoon here wandering the shops and sampling the variety of...",2022-04-24 09:14:35,superb afternoon adventure many great shopes foodie drinkie place spent afternoon wandering shop sampling variety
Regency Café,DuTix5z-_9RnL-XruZ2TlQ,5,"Regency Cafe (pronounced like ""calf"" for my other side of the pond friends)
is the place to go for a fry up for a visitor to SW1.

It's iconic for a reason....",2022-11-02 22:56:10,regency cafe pronounced like calf side pond friend place go fry visitor sw1 iconic reason
Regency Café,HCdrox65OzKOYfW_0Y48pg,4,Came here for breakfast prior to visiting things around the area by recommendation from my best friend from when she had visited London a few years back on...,2022-11-27 18:42:58,came breakfast prior visiting thing around area recommendation best friend visited london year back
Regency Café,GmnwYGw_YxX4v9wpEsQ8ow,2,This place as just meh. I honestly don't know why it has so many stars. My bf and I went since it was a 5 min walk from our hotel. We went on a Saturday and...,2022-11-14 15:24:54,place meh honestly dont know many star bf went since 5 min walk hotel went saturday
Il Bordello,228N5udKhmve-17tUgvjLg,5,"A truly Italian meal with excellent food and knowledgeable staff who seem to also be from Italy. 

You should definitely try to make reservations as this...",2019-09-20 02:54:30,truly italian meal excellent food knowledgeable staff seem also italy definitely try make reservation
Il Bordello,sjWEnDfh37VnvaBWYtbzrg,2,"it's good for pizza that's it - they use processed chicken and it's the most
bizarre. texture I have ever eaten .  The service is great though - they are...",2022-06-21 14:20:52,good pizza thats use processed chicken bizarre texture ever eaten service great though
Il Bordello,lrvX8R_UjPCeeDK5t4qc3w,5,Our daughters were craving Italian whilst on on visit to Lindon. I yelped a place close to us around Tower Bridge and ll Bordello came up. Took a taxi on...,2018-02-12 14:05:02,daughter craving italian whilst visit lindon yelped place close u around tower bridge bordello came took taxi
The Golden Chippy,NY6-L_dVG_bfD6RYska-3g,5,"As the name implies, they specialize in fish and chips. But they also have some other things.  We ordered the fish and chips, fried chicken, and minced beef...",2022-12-16 12:28:10,name implies specialize fish chip also thing ordered fish chip fried chicken minced beef
The Golden Chippy,yQ6vM6eg9YEnQABOcflEMg,5,"Two tube lines, the DLR, and a short walk to this neighborhood chippy was well worth it.  Hubby and I shared the cod and haddock.  Both fishes were crispy...",2022-10-22 15:31:59,two tube line dlr short walk neighborhood chippy well worth hubby shared cod haddock fish crispy
The Golden Chippy,dDanvIlYYshik8KxgI0lEQ,3,This was the highest rated fish and chips in London. We got the Haddock and got it skinless. It was excellent according to my friend but just okay for me....,2022-08-10 04:35:05,highest rated fish chip london got haddock got skinless excellent according friend okay
Pizza Union,68FelTFzmHO3ImNtCIOxhw,5,I came to visit london from the US and let me tell you this is probably one of the best pizzas I've ever had. It's light thin and so delicious. We ordered...,2022-11-24 16:12:34,came visit london u let tell probably one best pizza ive ever light thin delicious ordered
Pizza Union,-PwDp54QiLrHmSx8a7R2XQ,2,"Cheap and fast, but unfortunately just not good at all. You can get a margherita for about 5 quid and anything with toppings can be a few pound more. They...",2022-11-23 11:48:58,cheap fast unfortunately good get margherita 5 quid anything topping pound
Pizza Union,8cYS1bl2Ui0uf4wkKDjOTg,4,"Delicious, thin crust and cheesy pizza with fresh ingredients. Reasonably priced and quick.
Nothing exceptional about the location, or inside. But it was...",2022-06-08 14:56:12,delicious thin crust cheesy pizza fresh ingredient reasonably priced quick nothing exceptional location inside
De Vine Restaurant and Coffee Bar,ZIUSHdP6QBA5vrNsbNy_Lg,5,"I had one last breakfast to assign to my trip to London. I had been to some pretty grandiose breakfasts at beautiful places. So I saw this place, a literal...",2023-01-18 07:53:12,one last breakfast assign trip london pretty grandiose breakfast beautiful place saw place literal
De Vine Restaurant and Coffee Bar,khqmk2nkuVc8AO1FlHTh8Q,5,Besides the amazing service and friendly staff the food was delicious! Perfect morning breakfast. It was my first time ever having a British breakfast and I...,2022-12-08 23:32:44,besides amazing service friendly staff food delicious perfect morning breakfast first time ever british breakfast
De Vine Restaurant and Coffee Bar,j6ieg5wRbwj_0JSz7Fmw4A,5,Having spent two weeks in London on business I was thrilled to have found this hidden gem near my hotel.  It was nice to find a family business after seeing...,2023-02-14 18:25:43,spent two week london business thrilled found hidden gem near hotel nice find family business seeing
Punjab Restaurant,jVTx0mhHVDsfekRmcuSu3w,5,"My partner and I were seated quickly on a Saturday evening and the service was quick. 

The food was so delicious! My favorite was the tiki masala chicken...",2022-08-28 15:00:08,partner seated quickly saturday evening service quick food delicious favorite tiki masala chicken
Punjab Restaurant,_0vQq4drm3oV-0LFtAvB2A,4,"Fast-food of Indian cusine.
Lots of guests and waiters.
Pretty good food.",2023-01-05 01:36:42,fastfood indian cusine lot guest waiter pretty good food
Punjab Restaurant,7KvdES5JhBwWs_zeVVS8ig,4,"This is a very happening way place. There is always a line outside. When we arrived they told us it would be around 20 minutes, but we were seated in 10min....",2022-10-20 14:06:06,happening way place always line outside arrived told u would around 20 minute seated 10min
Hawksmoor Seven Dials,OkS_2cEn7Fk2ZDOm7bb5tA,5,My last lunch in London. I had to pick a good spot. I had seen a lot of stuff already. What was missing? I decided that a choice steakhouse was what was...,2023-01-25 08:49:52,last lunch london pick good spot seen lot stuff already missing decided choice steakhouse
Hawksmoor Seven Dials,3W0j8cWGSsh1kyHA-wcO7w,5,"5/5 just for their sticky toffee pudding, love love love the clotted cream!!! 

Enjoy!",2022-05-27 21:19:05,55 sticky toffee pudding love love love clotted cream enjoy
Hawksmoor Seven Dials,k93QNWdbZ2IHaI_IJhZRZA,5,Great food - good service and ambiance. Excellent whisky options for after dinner drinks. Recommend the porterhouse (~900g) for two people with sides.,2023-02-15 15:52:08,great food good service ambiance excellent whisky option dinner drink recommend porterhouse 900g two people side
Friends of Ours,mmg_fLSjPqsB6I2CUqmEzQ,5,This is the most adorable cafe with the yummiest food! We came here twice while visiting Shoreditch and could not have had better experiences - the BLT was...,2022-11-23 18:53:25,adorable cafe yummiest food came twice visiting shoreditch could better experience blt
Friends of Ours,EJo5CE1YW9H5wms0Em8vmQ,5,Looks like a standard cafe as you pass by but in fact the antipodean menu makes this much more than your usual upmarket greasy spoon. We got the mackerel...,2021-07-29 05:37:16,look like standard cafe pas fact antipodean menu make much usual upmarket greasy spoon got mackerel
Friends of Ours,D3fPrw-IdxsmYS1_VHi-fQ,5,One of our new favorite coffee spots in the neighborhood. Their pastries are unreal and the service is great! Definitely recommend popping by for a coffee...,2021-05-05 02:52:00,one new favorite coffee spot neighborhood pastry unreal service great definitely recommend popping coffee
Goodman,kKju7bCSOMUCmsObm8gTmQ,5,"The food and service was excellent! Such friendly staff. We ordered steak and truffle fries, top notch for sure!!!!!!!",2022-11-26 04:34:02,food service excellent friendly staff ordered steak truffle fry top notch sure
Goodman,l-sHQHdKzr61QhVGaKAZkg,4,A posh steakhouse located in the financial district around Canary wharf. Be prepared to spend good money here but the quality of the steaks is fantastic....,2019-01-28 09:55:44,posh steakhouse located financial district around canary wharf prepared spend good money quality steak fantastic
Goodman,BOttyKA0fIJe-OmoPBGNUw,5,"Great food, great steak  Arrived on time but dinner date was delayed in traffic. Very accommodating and inclusive. Great place right  on the river.",2021-02-20 17:59:55,great food great steak arrived time dinner date delayed traffic accommodating inclusive great place right river
Bravas Tapas,fzUz98eoGU5swBG36xLMSw,5,I'm moving to the area and am on a mission to find some of my favorite foods. Tapas seemed like a good place to start. I came on Sunday evening and was sat...,2022-09-18 13:39:49,im moving area mission find favorite food tapa seemed like good place start came sunday evening sat
Bravas Tapas,Eu3wvDS2e2AQGlO6uhE6aQ,5,Me and some friends came here for dinner our first night in London. The area it is in is really cute and lovely. The food was really good and I would come...,2022-05-15 15:18:29,friend came dinner first night london area really cute lovely food really good would come
Bravas Tapas,4H4QrbLTKk6InFrnlXJ_wQ,4,Good Spanish food in a cozy surrounding with friendly service.  In St. Katherine's Docks area.,2022-12-28 11:46:47,good spanish food cozy surrounding friendly service st katherines dock area
Sushisamba,jQ7Y4qNN8TyteooER-WbrA,4,"The view is stunning, the food is good but absolutely not amazing. Like don't go there for the food, you can find way better Japanese in town! 

It's a...",2023-01-30 01:11:24,view stunning food good absolutely amazing like dont go food find way better japanese town
Sushisamba,LoTNi4QdG3-MoOJd-QoIZg,5,"Always a fabulous experience whenever I go. 

The sushi is consistently of an impeccable standard, and the gyozas we tried this visit were delicious. 

The...",2023-01-04 06:47:04,always fabulous experience whenever go sushi consistently impeccable standard gyozas tried visit delicious
Sushisamba,ACQuys16K7oCr3fkCbBV1g,5,"Excellent. One of my most enjoyable moments in London!

Service, great!
Food + drink, great!
Ambience, great!
Views, great!

I tried booking a reservation...",2022-12-04 16:10:15,excellent one enjoyable moment london service great food drink great ambience great view great tried booking reservation
The Breakfast Club,sd4MIS7DudvHVK9rVzHsEQ,5,Cheers to the chef. The food was delicious and service was at a good pace. Make sure to make reservations. We came early but we watched at the tables filled...,2023-02-05 01:48:28,cheer chef food delicious service good pace make sure make reservation came early watched table filled
The Breakfast Club,s4UUuCXvMNPR1v9oSOMeWg,5,"My husband and I opted to try BC, which was a good move. Their cappuccino is on point! The service is excellent. They are very conscious of any food...",2023-01-20 13:06:31,husband opted try bc good move cappuccino point service excellent conscious food
The Breakfast Club,qI7zL_ldoT9sSinGHC1dYw,3,"We were starving after coming in from our 9 hour flight and desperately looking to grab breakfast. Oddly enough this place offers breakfast the ""American""...",2022-06-12 15:00:37,starving coming 9 hour flight desperately looking grab breakfast oddly enough place offer breakfast american
TRADE - Commercial Street,Ec11L3IEkeoHlqZO9g9BPw,5,"Great service.  Fantastic food.  Hot fresh delicious cappuccino!  Stopped in here for breakfast and was not disappointed.

Tried:
The two eggs on sourdough...",2021-12-23 03:19:41,great service fantastic food hot fresh delicious cappuccino stopped breakfast disappointed tried two egg sourdough
TRADE - Commercial Street,H-HKq9qy1l415pOHcWbaTg,5,"When: Monday at 9:30am
Party Size: 2

Chorizo, Chilli, Eggs: 10/10
Definitely get this. The eggs were like Gordon Ramsey style. Sourdough bread was perfect...",2019-09-24 20:33:07,monday 930am party size 2 chorizo chilli egg 1010 definitely get egg like gordon ramsey style sourdough bread perfect
TRADE - Commercial Street,TngVSjXV1Fj0_bxGDeRfew,4,Stopped by for breakfast before our day trip to Stonehenge! Enjoyed how trendy it was. It's kind of a tight squeeze and a little cramped if you need to move...,2018-02-01 15:14:59,stopped breakfast day trip stonehenge enjoyed trendy kind tight squeeze little cramped need move
Efes,8BG4F5G0JCMwpWnFrRQXpg,5,"delicious turkish food! came here on christmas day and the place was bustling with people. waiters were polite and accommodated us for outdoor seating.

the...",2022-12-25 12:49:55,delicious turkish food came christmas day place bustling people waiter polite accommodated u outdoor seating
Efes,hSB8NMgu5c5nSg2CLh75Cg,5,"Best meal of the trip! I was staying down the block and seeing all of the Kabobs in the window, we couldn't pass it by. So glad we went in!

Over ordered...",2022-12-01 18:01:32,best meal trip staying block seeing kabob window couldnt pas glad went ordered
Efes,lGqjwLjvELkR-nO-GFPJZA,3,So the idea is sound.  A very authentic Turkish place with the food Ina ready to cook form.  I think we ordered the wrong stuff or perhaps caught them on a...,2021-12-31 06:08:44,idea sound authentic turkish place food ina ready cook form think ordered wrong stuff perhaps caught
Greedy Cow Burgers & Steaks,PGFurVkgoQaek0eAq_cIKA,5,"A must stop! The best burger in London. The quality of the burger and fries were great and there was a fun, delicious selection of drinks. Directly across...",2022-12-02 10:48:25,must stop best burger london quality burger fry great fun delicious selection drink directly across
Greedy Cow Burgers & Steaks,lSqWxi_NOZad6-c9Ywi4DA,3,Traveling in London and popped in here for dinner. The staff greeted us and we sat right away. The place was clean and aesthetically pleasing but the music...,2019-03-11 06:32:12,traveling london popped dinner staff greeted u sat right away place clean aesthetically pleasing music
Greedy Cow Burgers & Steaks,ySvSyqYVQ0vyW4DWuvEFfA,5,This place was a great shelter from the cold. Great drinks and even yummier food. The manager was super on it and the food came out fast and hot. Not to...,2019-10-30 14:45:19,place great shelter cold great drink even yummier food manager super food came fast hot
Andina,qo9wPVx8fmT8tkHklECjbg,5,This was excellent. I had the white fish ceviche and the grilled octopus. Delicious. Place can get busy so make a reservation.,2022-10-16 08:34:17,excellent white fish ceviche grilled octopus delicious place get busy make reservation
Andina,3mGpYpHsE0tvWjXNerNL5g,3,"Good but very expensive for what it is.

For Peruvian you have to do the ceviche - if not 2.  CEVICHE DE ATÚN & CEVICHE DE LUBINA were light and fresh.  The...",2022-10-03 12:04:17,good expensive peruvian ceviche 2 ceviche de atún ceviche de lubina light fresh
Andina,fHrJg6SV2LcUoCJniGEWQA,1,"I've been excited to come here because of all the great reviews! We finally made the trip and were surprisingly seated right away. There are two floors, a...",2017-01-29 13:33:18,ive excited come great review finally made trip surprisingly seated right away two floor
The Clove Club,43MlSTsx7A86ecNNqcuI8Q,5,Best dining experience I've had in my life. I won't go into much detail of each dish we had but it was seafood and game meat heavy. Each plate had the...,2023-01-22 13:55:58,best dining experience ive life wont go much detail dish seafood game meat heavy plate
The Clove Club,tppAZ_OKYMk2IsrDazriCw,5,"A truly excellent meal, both the food and service were outstanding and there was only one real hiccup during our lunch which was fine. 

The space is nice,...",2023-01-02 13:03:15,truly excellent meal food service outstanding one real hiccup lunch fine space nice
The Clove Club,dHCTTQCMC9Xr5-UyUE9rKg,5,"Our second time to the Clove Club,  the verdict is we love it more than our last visit (which was a cocktail pairing menu) at the bar.

We started with...",2022-12-20 04:41:13,second time clove club verdict love last visit cocktail pairing menu bar started
ROKA Canary Wharf,d1HmWpYWVyQRAfRA1wFHSg,5,They make the best food I have ever had. I never write reviews but this place deserves it. The food is so good and the staff are friendly as well.,2022-08-28 04:57:30,make best food ever never write review place deserves food good staff friendly well
ROKA Canary Wharf,NoNcwK20xy58NZVSyNZV2A,4,Roka is a very good japanese restaurant. Its a modern izakaya style of japanese food. But i just honestly hate the hype for this restaurant. The overhyping...,2022-08-11 17:05:59,roka good japanese restaurant modern izakaya style japanese food honestly hate hype restaurant overhyping
ROKA Canary Wharf,uOQzqfBT03AYgigs4p0NjQ,4,"Excellent brunch, would recommend for big groups or if you haven't seen your friend for a while, nice place to catch up! Great experience.",2022-11-17 07:32:55,excellent brunch would recommend big group havent seen friend nice place catch great experience
Flat Iron,GKkZuE0WoRAH7I58qsLEuw,5,"Lights are amazing 
Popcorn is good
Food is fantastic 
Service is best
Like it
Awsome",2022-12-20 13:01:09,light amazing popcorn good food fantastic service best like awsome
Flat Iron,ahynvmCQZdFocTCdtv3lLA,5,"Food was amazing, sides were great! I deff recommend the bone marrow mash potatoes and the mac and cheese. We hd both the sirloin and the skirt steak. Plus...",2023-02-14 14:52:53,food amazing side great deff recommend bone marrow mash potato mac cheese hd sirloin skirt steak plus
Flat Iron,wq8sk1NVOvRcie7Zg3Qujw,5,"Holy Sunk-in ship !!!
This place is amazing !!! Wow wow wowwwwww

I got the Scottish Bavette and it was tasty. I would rate it a 7/10. 

My wife ordered the...",2022-07-01 10:12:30,holy sunkin ship place amazing wow wow wowwwwww got scottish bavette tasty would rate 710 wife ordered
Bistrotheque,edCyPZTweyZjOi7GH5HmJQ,5,"Sensational food, funky decor, sneaky hard to find address, brilliant cocktails and a grand piano.
Recommended by D1's boyfriend and Jeremy Stopmaster...",2017-01-03 13:39:16,sensational food funky decor sneaky hard find address brilliant cocktail grand piano recommended d1s boyfriend jeremy stopmaster
Bistrotheque,5qBmuW9PbTScAIKjnKR2MQ,3,"Solid cooking and high quality products. I wouldn't said my mind was blown but I had a good time.

Staff if very good and the ambience is nice.

As starter...",2020-01-12 04:08:58,solid cooking high quality product wouldnt said mind blown good time staff good ambience nice starter
Bistrotheque,mnHbTs6QXqNegR855CR85w,3,"I wanted it to be better. Half items from the menu were missing so I asked for recommendations. Steak tartare was good, side salad was so salty I couldn't...",2020-02-02 12:50:02,wanted better half item menu missing asked recommendation steak tartare good side salad salty couldnt
The Gun,js9zTiePkfAP4TisyacJ7Q,5,Long overdue review but a memorable experience (although I can't comment on the food). My friends lived down the road from this pub and I had to work one...,2023-01-02 11:55:23,long overdue review memorable experience although cant comment food friend lived road pub work one
The Gun,oI75Zi3WZk7PLWqa0GjH9w,4,"Super friendly service, decent food, and a great view of the river and the O2. This place got me into a Wikipedia hole about the Napoleonic Wars, Nelson's...",2022-12-03 02:34:27,super friendly service decent food great view river o2 place got wikipedia hole napoleonic war nelson
The Gun,PcGUx4Zkvzy8kGhAeWCS4Q,4,"Delightful location right on the Thames. Delicious food (not your average pub grub for sure!). Good selection of ales, and a full bar (some yummy Scotch...",2022-10-30 15:29:58,delightful location right thames delicious food average pub grub sure good selection ale full bar yummy scotch
St John Bar and Restaurant,qTkt0xCE9vM3f8t82lmpQw,5,Nothing more needs to be said. Lived up to my extremely high expectations. Bone marrow toast was transcendent. Welsh rarebit will be in my dreams. Can't...,2022-09-16 17:23:43,nothing need said lived extremely high expectation bone marrow toast transcendent welsh rarebit dream cant
St John Bar and Restaurant,n_TZrhtH6bg5EoAw88vdvg,4,Last evening on my trip to London and saved it for a dinner at Michelin Star St. John. Made reservations a few month's in advance and were seated...,2022-12-30 23:11:40,last evening trip london saved dinner michelin star st john made reservation month advance seated
St John Bar and Restaurant,O8XFW6dOE34_KFIsUrkXnA,4,"St John's has been on my must visit list for nearly a decade. Great experience, be sure to make a reservation. Everything is prepped in hoise, bread is...",2022-11-16 16:00:28,st john must visit list nearly decade great experience sure make reservation everything prepped hoise bread
Swan,Ottthugfp0qI2BTNWnfVeQ,5,Came here for afternoon tea after visiting Tate Modern. We didn't have a reservation but the receptionist made a table for us in the dining area by the bar...,2023-01-10 23:28:35,came afternoon tea visiting tate modern didnt reservation receptionist made table u dining area bar
Swan,bWkJyzsDLzoB4NzfRM6cIw,4,"Jamie W. was determined to have fish and chips at least once during our recent brief trip to London. You know...Pip-pip, cheerio and all that sort of rot....",2022-08-08 22:29:01,jamie w determined fish chip least recent brief trip london knowpippip cheerio sort rot
