business_name,review_id,rating,text,time_created,preprocessed_text
Ichiban,TftQTUlSAaKxKfiaktxo2A,5,"we were visiting Cardiff for a week and looking for Japanese food.

found Ichiban on line and were delighted with the experience.......sashimi was very...",2018-07-20 11:11:20,visiting cardiff week looking japanese food found ichiban line delighted experiencesashimi
Ichiban,tfbjywlet83deJiq_3zxvw,5,"I really don't like Sushi bars but I do really like other Japanese cuisine and Ichiban's extensive means that I can enjoy the noodles, soups, tempura or...",2010-06-29 08:45:35,really dont like sushi bar really like japanese cuisine ichibans extensive mean enjoy noodle soup tempura
Ichiban,ailmMLU0z8-5aKiOmzf1DA,4,"This Ichiban in Albany Road was the second of the two to be opened and is second best to the Canton one.

As I've stated before, if you've got the...",2010-09-27 05:23:15,ichiban albany road second two opened second best canton one ive stated youve got
Pettigrew Tea Rooms,P_CdEk8-WAa20cAGMOwScw,5,"We had a wonderful afternoon tea with soup and sandwiches
The staff was pleasant and kind",2022-12-07 10:51:26,wonderful afternoon tea soup sandwich staff pleasant kind
Pettigrew Tea Rooms,IUBg8M6NXocZGeW7c1VhLQ,4,"Just as cute as the reviews said you would be!

Lovely views you have of Bute Park and Cardiff Castle. You lure your guests with seating outside under tents...",2018-08-13 16:15:57,cute review said would lovely view bute park cardiff castle lure guest seating outside tent
Pettigrew Tea Rooms,eqvJ35UJtLtrN9mpci9TFw,5,This place was really charming and the perfect stop before/after a castle tour. We went in without reservations and were immediately seated. The staff was...,2020-03-10 01:41:46,place really charming perfect stop beforeafter castle tour went without reservation immediately seated staff
Pizza Express,2yq5enmQcK7CrYT15V8kQg,5,Okay...... I'm going to admit something very serious.... and I'm going to humbly request to my fellow Yelp foodies to not show up as an angry...,2017-01-11 12:21:13,okay im going admit something serious im going humbly request fellow yelp foodie show angry
Pizza Express,GnsftEv9RdOdxrfz-_HXLA,5,"Friendly staff, good variety of food, worth the money, great location. Happy we found this place.",2022-05-13 11:03:28,friendly staff good variety food worth money great location happy found place
Pizza Express,dlZgfi58YIzdLcBrD3gRww,2,"We wanted something quick and easy, and pizza express sounded like the best bet. It was surprisingly pricey, with most pizzas being between £12-15. The...",2018-06-01 01:54:42,wanted something quick easy pizza express sounded like best bet surprisingly pricey pizza £1215
Tenkaichi,pCqzrpUQSSI8G6gW2sT5uQ,5,One of those experiences that changes your perception of food. The first time I went here it was mind altering in the sense that I really enjoyed the raw...,2010-09-24 05:55:08,one experience change perception food first time went mind altering sense really enjoyed raw
Tenkaichi,8b9NWTBwS3R71IpzZvc8vg,5,"Tenkaichi Sushi And Noodle Bar is a pretty impressive achievement. It's a restaurant that is broadly loved by everybody! In fact, I don't think I've met a...",2010-07-23 03:27:07,tenkaichi sushi noodle bar pretty impressive achievement restaurant broadly loved everybody fact dont think ive met
Tenkaichi,_abe34exvfjcYbkUnDa4HQ,4,I remember when this place first opened - a friend of mine worked a sales executive for a radio station selling air time and this was one of here clients....,2010-09-22 08:05:22,remember place first opened friend mine worked sale executive radio station selling air time one client
The Plan Cafe,3e8qOOgFQf-zEQRbRhCQXg,5,The Plan is wonderful establishment with great food and friendly staff that makes you feel welcome as soon you walk into the door! Btw the americano coffee...,2022-09-30 03:31:48,plan wonderful establishment great food friendly staff make feel welcome soon walk door btw americano coffee
The Plan Cafe,ZwL9KvsOW1nSm68LGTPaEA,2,"The cafe is in a pleasant arcade location and is a traditional and architecturally interesting premises. However it is poor value for money, particularly...",2021-12-21 07:24:45,cafe pleasant arcade location traditional architecturally interesting premise however poor value money particularly
The Plan Cafe,qy9X9u-CbH6lJjufaBtsJA,4,"Thanks for the advice, Yelp! I found this cute place thanks to the app and I could not be happier. I was hoping to have breakfast in a local place and avoid...",2016-11-05 05:17:38,thanks advice yelp found cute place thanks app could happier hoping breakfast local place avoid
Albany Fish Bar,Zx3yswUf0uYrMNFRlBqLng,5,"I'm drooooooooooliong thinking about this place. Good got chips from here is like being sent a box, yes a box,from heaven. Once, upon opening the lush...",2010-10-02 03:57:32,im drooooooooooliong thinking place good got chip like sent box yes boxfrom heaven upon opening lush
Albany Fish Bar,oG4kCXruAEJc34IoxXupVA,5,amazing 5 star food!! A fish bar is very classic in the UK as the dish is called Fish A Chips & it's amazing! Crunchy and Chewy! i recommend coming here if...,2022-02-23 02:33:05,amazing 5 star food fish bar classic uk dish called fish chip amazing crunchy chewy recommend coming
Albany Fish Bar,9qmqoZiOz0K7yTaJJtvuSA,2,I don't know if Albany Fish Bar has gone downhill over the years - it must have because I keep seeing everywhere how fantastic they are but after ordering...,2020-01-12 05:03:31,dont know albany fish bar gone downhill year must keep seeing everywhere fantastic ordering
Valentino's,bY5ax8Zjo3t1BSsVDHfYqQ,5,"Wonderful food and service. Great decor. 

The plain pasta with tomato spice sauce was excellent.  My vegetarian daughter loved it.  Everything we had was...",2019-05-04 03:17:43,wonderful food service great decor plain pasta tomato spice sauce excellent vegetarian daughter loved everything
Valentino's,rNLJxLveJUT9EZz3zdl2Bg,5,No matter what's you order it's delicious. Save money since it's byo and there's a liquor store right there,2022-05-20 13:15:53,matter whats order delicious save money since byo there liquor store right
Valentino's,lzzpezxKRqg0IleHd6AXSA,4,"My kids wanted Italian...
I was apprehensive..

I was wrong..
It was very nice..13£ 2 course lunch...
We had wine, calamari (wonderful)
Mussels (wonderful),...",2018-05-15 12:37:56,kid wanted italian apprehensive wrong nice13£ 2 course lunch wine calamari wonderful mussel wonderful
The Cinnamon Tree,3h6d4leI6FoXhGNXUN9IPA,4,I've had about 10 take aways from here and eaten in three times (not on the same night) - only once did I have a problem with my curry (it was slightly...,2010-08-26 03:10:14,ive 10 take aways eaten three time night problem curry slightly
The Cinnamon Tree,0VyO0bYJASnk9DoSuQ3ipA,4,"For many years I lived just along the street from The Cinnamon Tree, and for many years my walk home was made magical by the aromas pouring out of this...",2010-04-15 07:13:59,many year lived along street cinnamon tree many year walk home made magical aroma pouring
The Cinnamon Tree,O6g_gLzNdCAE_csAZH6akA,5,"Please note my rare five star rating; The Cinnamon Tree is the curry lover's heaven.

I am SO lucky to be living just doors away, my waistline maybe not so...",2010-09-27 08:31:31,please note rare five star rating cinnamon tree curry lover heaven lucky living door away waistline maybe
Cadwaladers,q5jQ7LpGJJsqW6GXS_3aeA,4,"Nice ice cream parlor on the water.  Line was out the door.  You can pick flavors, cones flavor, then toppings.  I had Orange Ripple (basically Orange...",2017-04-08 11:48:31,nice ice cream parlor water line door pick flavor cone flavor topping orange ripple basically orange
Cadwaladers,nl3TKipYyh4uQIIrCBUrvQ,5,"Busy place, obviously a crowd favorite. No complaints. Seating is tight inside, hang onto your wig if you sit outside.",2022-05-13 11:06:05,busy place obviously crowd favorite complaint seating tight inside hang onto wig sit outside
Cadwaladers,vDss5NlkMrlxw4rNJLh3wA,5,Great Icecream especially sundae. But have to avoid the queue sometimes it's extremely long.,2019-07-12 11:22:11,great icecream especially sundae avoid queue sometimes extremely long
Ichiban,oEBILUuoyqvgq0PDIowALg,4,"I recently moved to Cardiff and Ichiban is one of the few restaurants that I actually like in this city. Cardiff is full of overpriced, mediocre restaurants...",2017-03-03 06:46:37,recently moved cardiff ichiban one restaurant actually like city cardiff full overpriced mediocre restaurant
Ichiban,-ka0GWTyPUxhwJdxrgccOQ,4,"NOTES:
~ This review is based on delivery ONLY! I haven't physically been inside the restaurant.

As a Californian girl who grew up with amazingly delicious...",2015-10-16 11:00:47,note review based delivery havent physically inside restaurant californian girl grew amazingly delicious
Ichiban,FSt76AwCc4rccqihEWqiNw,5,"I love Ichiban's sushi. It's so good I still haven't tried any of the other dishes on the menu, such as their hot noodle dishes, because every time I go I...",2010-06-29 14:01:17,love ichibans sushi good still havent tried dish menu hot noodle dish every time go
Happy Gathering,ExJi08NGUkYyBhjI6qBVFA,5,"Not massively well known to across Cardiff to its residents, this is genuinely one of the nicest Chinese restaurants out there. Of course all the modern,...",2010-09-29 03:27:06,massively well known across cardiff resident genuinely one nicest chinese restaurant course modern
Happy Gathering,NByPMCdehmqJQ7nN2HQCgA,4,"I grew up in a Cantonese household in the San Francisco Bay Area and dim sum is pretty much a religion. For those of you who want to try authentic cuisine,...",2014-10-12 12:30:18,grew cantonese household san francisco bay area dim sum pretty much religion want try authentic cuisine
Happy Gathering,qIcjRVypmHdXo5cMa7jTfw,4,"When I first moved into the Canton area of Cardiff a few years ago, several people told me I was lucky to be living down the road from the Happy Gathering....",2010-06-07 11:00:01,first moved canton area cardiff year ago several people told lucky living road happy gathering
Las Iguanas,J1_85FjsDNd2Dl4uvK0mjw,4,I haven't been here for several years as it is one of those place that has been there so long it falls into the subconscious. It is also usually full of...,2017-03-26 03:09:08,havent several year one place long fall subconscious also usually full
Las Iguanas,TvmdbGmCPd74atVlqwX-5A,4,I was in Cardiff for a work trip and we had dinner at Las Iguanas. The food was delicious and service very pleasant. They had 2 for 1 drinks during happy...,2015-09-21 15:30:38,cardiff work trip dinner la iguana food delicious service pleasant 2 1 drink happy
Las Iguanas,foMhveYfsYH8WM-yXH5_IA,4,"There's not really a whole lot of quality Mexican or Latin American cuisine in Cardiff, so while Las Iguanas isn't mind blowing, it's a nice option when...",2014-01-16 07:11:55,there really whole lot quality mexican latin american cuisine cardiff la iguana isnt mind blowing nice option
Casanova,FZ8rnR5dnogMRSZ41YAD6A,5,"Absolutely wonderful in every aspect: initial greeting to a great red wine list at realistic costs.
Our first visit to Wales and Cardiff and Yelp helped us...",2019-08-06 13:12:58,absolutely wonderful every aspect initial greeting great red wine list realistic cost first visit wale cardiff yelp helped u
Casanova,-Vzfjv_ZcHu0jViRrafKug,5,"Saw this little restaurant on Yelp today. Wales ""opened"" for business just last week, and I gave them a call to see if they were open. Was told to come and...",2021-05-25 15:34:40,saw little restaurant yelp today wale opened business last week gave call see open told come
Casanova,ua-PkCzPJUfsgYJS-UAHsA,4,"There is a real local feel to this small Italian restaurant. Cosy really is the right word for this place.

Food is fantastic here and the meat is always...",2010-05-25 07:04:51,real local feel small italian restaurant cosy really right word place food fantastic meat always
Buffalo,FPb-ZYeJ7NmmB_JHIolD_w,4,"Got to go outside to smoke? Don't wear heels to this place. Whether intentionally or not, Buffalo have implemented a feature that deters all glamorously...",2010-10-01 14:05:01,got go outside smoke dont wear heel place whether intentionally buffalo implemented feature deters glamorously
Buffalo,XDd9gcscgwOnybaEAxLfWQ,4,"I went to Buffalo Bar on the spur of the moment, with four of my housemates. We were all sitting around, struggling with the idea that a long evening of bad...",2010-03-13 03:03:09,went buffalo bar spur moment four housemate sitting around struggling idea long evening bad
Buffalo,ZXObvgGa4QKHwbo-GUy-_Q,4,"If you're after nice but pricey cocktails and a lively but ever-so-slightly pretentious bar, Buffalo is amongst Cardiff's best - although it does get...",2010-06-08 08:56:15,youre nice pricey cocktail lively eversoslightly pretentious bar buffalo amongst cardiff best although get
Nando's,IyUVyVrFTO-zB5BSXbpcJw,5,"Easily the best Nando's in Cardiff. Food is great, staff are amazing and the atmosphere is hard to beat on a busy day. You can tell the staff enjoy their...",2018-03-16 16:01:45,easily best nandos cardiff food great staff amazing atmosphere hard beat busy day tell staff enjoy
Nando's,1Bd4xHTsHlOpLhDSa15vVQ,5,five stars!! i love nando's! such great peri chips and wraps! giving it 5 stars as i wish there was veggie options but i love the sauces there!,2022-02-26 06:16:39,five star love nandos great peri chip wrap giving 5 star wish veggie option love sauce
Nando's,OqF56Hkzv7y7EL4uajNVBg,2,"Being a fan of the Nando's chain, I decided to call here for my evening meal after passing through the Old Brewery Quarter in Cardiff, the branch did look...",2016-08-21 06:36:32,fan nandos chain decided call evening meal passing old brewery quarter cardiff branch look
Mint & Mustard,SPVVyuN_aDHDhRPbJpyZhg,5,This place is amazing! I have to say that its the best curry I've had from any restaurant so far. We had the taster menu and every single item we tasted was...,2012-11-16 02:31:37,place amazing say best curry ive restaurant far taster menu every single item tasted
Mint & Mustard,Ryl0ZIlVDXgNvFmhfzI7Ew,3,"My first trip here a couple years ago blew me away with the flavors and service, but recently my boyfriend and I took another trip and while the food was...",2019-11-05 23:00:42,first trip couple year ago blew away flavor service recently boyfriend took another trip food
Mint & Mustard,L9F3QIXZuSZ-YdoZ_7yEog,5,"This place is heaven! 

I think that Mint and Mustard is my favourite Indian restaurant in Cardiff... it's certainly up there in the top three! If it...",2010-08-25 07:41:09,place heaven think mint mustard favourite indian restaurant cardiff certainly top three
Café Brava,qTqt-LMO0i_UXx2hfXg0hw,4,"Was supposed to go to another restaurant, but that one was full so decided to come to Brava and was not disappointed at all. By the way, they take Covid...",2022-02-20 07:04:11,supposed go another restaurant one full decided come brava disappointed way take covid
Café Brava,awa3wJSO8inKTICCxG3OYQ,5,"Food was great, service was fast and the outdoor seating was comfortable. I got the berry waffles and Chris got the full breakfast. The waffles were some of...",2019-06-15 11:10:31,food great service fast outdoor seating comfortable got berry waffle chris got full breakfast waffle
Café Brava,HwAW38pZgddD_imyffpzEA,4,"Positives:

I have been to Brava twice for full Welsh breakfast  - which was great - properly cooked very tasty - lovely sausages.

I also went there for an...",2010-08-26 02:42:28,positive brava twice full welsh breakfast great properly cooked tasty lovely sausage also went
Thé Pot,AcNPu8FXfvEotZd8cMIhgg,5,"Amazing full Welsh breakfast and coffee at this cute and popular cafe. Staff was very friendly and the service was fast and efficient. 

Would definitely...",2015-09-22 03:46:44,amazing full welsh breakfast coffee cute popular cafe staff friendly service fast efficient would definitely
Thé Pot,U1_w2bjOKeA-j_qCu4x4FQ,5,"Note: now open in the evenings! It's definitely not closed as I'm sat here writing this review!

Well, what can I say, this place is a damn good find!...",2014-08-23 12:16:30,note open evening definitely closed im sat writing review well say place damn good find
Thé Pot,zK1gSzTnLH5PUcb4BUGeSA,4,"I like a cup of tea, and there is no better accompaniment than cake and this place does amazingly good cake. They also have vegan and gluten free cakes and...",2010-05-03 15:08:29,like cup tea better accompaniment cake place amazingly good cake also vegan gluten free cake
Juno Lounge,_CAAnzpxSgm2o7dzNKka5w,5,"This is my favorite place for brunch.
Lovely interior, friendly staff, chilled out atmosphere and the food is always tasty. 
Highly recommend the place if...",2016-02-19 03:50:30,favorite place brunch lovely interior friendly staff chilled atmosphere food always tasty highly recommend place
Juno Lounge,BcE9hPfOk2Orsht1kWFIiA,1,The quality in their food has been completely forgotten about. And the portion sizes are ridiculous for the price you pay. Go elsewhere,2019-04-16 04:06:40,quality food completely forgotten portion size ridiculous price pay go elsewhere
Juno Lounge,4pBYLaSy1fn-hR8Kq6B7lg,5,"Juno Lounge is part of an ever-expanding chain that originated with the first Lounge in Bedminster in Bristol. Having lived in both Bristol and Cardiff, I...",2010-06-30 04:30:34,juno lounge part everexpanding chain originated first lounge bedminster bristol lived bristol cardiff
10 Feet Tall,C3Fuigt6B0X7LQ4I2SXntw,4,"We were awfully glad we could sit down during rugby - a simple menu, a large choice of beers, reasonable prices and a large screen for watching the matches....",2015-10-10 03:27:26,awfully glad could sit rugby simple menu large choice beer reasonable price large screen watching match
10 Feet Tall,HFAcXUoXiUyaraxDnvgyGA,3,10 Feet Tall is a cooky and eccentric vintage looking bar sister to buffalo bar and Mr Smith's that serves so great meals with wonderful drinks. As if that...,2010-09-23 07:07:34,10 foot tall cooky eccentric vintage looking bar sister buffalo bar mr smith serf great meal wonderful drink
10 Feet Tall,UF9Czg1yuGyJqnJexHYAIw,5,"I'm a real fan of this place, even if they have no idea what a Cosmopolitan is. They've never got it right, but the resulting drinks are always drinkable,...",2010-06-12 14:08:58,im real fan place even idea cosmopolitan theyve never got right resulting drink always drinkable
Wok To Walk,TLkQna61cgi6BNSSjOBArw,4,"like many others, i usually don't have the best things to say about westernized, panda express style chinese food. but this place is actually way better...",2022-10-20 01:27:02,like many others usually dont best thing say westernized panda express style chinese food place actually way better
Wok To Walk,kFWl9yJPXptXsNNRgEXuQA,4,"Pretty good. 

The dude working the night was pretty much ready to put his life down to make sure I got what I wanted. I was just hungry really late and...",2021-06-24 12:07:29,pretty good dude working night pretty much ready put life make sure got wanted hungry really late
Wok To Walk,anZKlLLLgMZz1lUlFag2XA,3,"Came here for a quick dinner and if you've read any of my other reviews, you'll know that I'm extremely sceptical about Westernised Chinese food. Wok to...",2017-08-05 08:38:45,came quick dinner youve read review youll know im extremely sceptical westernised chinese food wok
Dorothy's,cuSwS6U8f6SSgS79nWpm-g,5,"Dorothy's Cardiff 1953 -establishment is a legendary place to relish some chicken curry and chips  
And what if you have late night cravings 
Or been...",2018-08-30 04:20:02,dorothys cardiff 1953 establishment legendary place relish chicken curry chip late night craving
Dorothy's,4tawi-KP6m9dxMQWaHxV6g,3,"Visiting Cardiff..a must go to chip alley..
Dorothy won , as there was no line...we had a late lunch. 
The fish was good..but not...",2018-07-02 19:19:53,visiting cardiffa must go chip alley dorothy linewe late lunch fish goodbut
Dorothy's,0yn53H--K_lDkS1LPX2aqQ,5,"Ever since I've moved to Cardiff, I've heard about how when it comes to fish and chips in the capital city, Dorothy's is queen. I'm a huge fan of fish and...",2016-04-16 04:21:15,ever since ive moved cardiff ive heard come fish chip capital city dorothys queen im huge fan fish
Signor Valentino,BM8-nVScm9vxUkdQa_hULw,5,Food was delicious! The staff were Italians and it felt authentic. Our waiter helped us pair a wine with our meal and it was delicious. Reasonably priced.,2022-09-22 04:42:54,food delicious staff italian felt authentic waiter helped u pair wine meal delicious reasonably priced
Signor Valentino,csX_15ZwF9uvpDVTaElxBA,4,"Having spent an excellent day in Cardiff for the first weekend of the Rugby World Cup, we had pre-booked a table at a restaurant overlooking Cardiff Bay for...",2015-09-25 06:05:32,spent excellent day cardiff first weekend rugby world cup prebooked table restaurant overlooking cardiff bay
Signor Valentino,PVRfxP6KrxhVwLpgLb8Sbg,5,"Signor Valentino Italian restaurant located in the bustling Cardiff Bay area, this is one to take friends and family or just people you want to impress....",2010-09-03 04:17:43,signor valentino italian restaurant located bustling cardiff bay area one take friend family people want impress
Wagamama,0wUc-FYrU_Rn0Mh2ndX0jQ,4,"Tried the pork and Wagamama house special ramens.  Both were excellent. 

Fast and attentive service, waiter was very conversational.

Also had a blueberry...",2015-02-09 09:42:05,tried pork wagamama house special ramens excellent fast attentive service waiter conversational also blueberry
Wagamama,eodFC0egoKSSaoytfsiqYA,4,"Noodles from this place is spectacular and the staff are friendly and courteous .

Its very deceptive from the entrance and could be mistaken for any type...",2010-09-10 10:12:07,noodle place spectacular staff friendly courteous deceptive entrance could mistaken type
Wagamama,GhJ_NmRB1FueXJ0qnbRkoQ,4,"Enjoyed my first ever visit to a Wagamama. The service was a teensy bit slow, considering that the restaurant was more empty than full, but the food was...",2008-12-19 08:36:53,enjoyed first ever visit wagamama service teensy bit slow considering restaurant empty full food
Miller & Carter Cardiff Bay,dKu0_VlkGgjqYC5nqnsLLA,5,"Called in whilst staying at the Hotel nearby,

What an outstanding venue and service.

We were served by the delightful Ursula ,who was both helpful and...",2022-04-28 11:18:31,called whilst staying hotel nearby outstanding venue service served delightful ursula helpful
Miller & Carter Cardiff Bay,_OOq3SSA3yLLOsSb6NFTfA,4,"Fast and friendly service, lovely food and presentation! Lovely atmosphere :) Would go again",2023-02-20 02:02:48,fast friendly service lovely food presentation lovely atmosphere would go
Miller & Carter Cardiff Bay,vmbjesSXx9gPIwuElz8YBw,5,Went here in December with my husband to mark our being together for 8 years anniversary. The decor was Christmasy and the place looked very welcoming. The...,2020-01-12 15:23:59,went december husband mark together 8 year anniversary decor christmasy place looked welcoming
